Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692609870,12.291,0.011,1.207,14.84,13.50,,OFF
1692609900,12.294,0.014,1.207,14.84,13.50,,OFF
1692609930,12.296,0.011,1.188,14.61,13.50,,OFF
1692609960,12.299,0.013,1.165,14.33,13.50,,OFF
1692609990,12.298,0.013,1.222,15.03,13.50,,OFF
1692610020,12.297,0.011,1.058,13.01,13.50,,OFF
1692610050,12.304,0.013,1.118,13.76,13.50,,OFF
1692610080,12.301,0.013,1.113,13.69,13.50,,OFF
1692610110,12.299,0.011,1.126,13.85,13.50,,OFF
1692610140,12.302,0.010,1.076,13.24,13.50,,OFF
1692610170,12.298,0.011,1.020,12.54,13.50,,OFF
1692610200,12.301,0.011,0.975,11.99,13.50,,OFF
1692610230,12.297,0.010,0.960,11.81,13.50,,OFF
1692610260,12.301,0.010,0.937,11.53,13.50,,OFF
1692610290,12.304,0.014,0.915,11.26,13.50,,OFF
1692610320,12.302,0.011,0.879,10.81,13.50,,OFF
1692610350,12.303,0.011,0.880,10.83,13.50,,OFF
1692610380,12.303,0.011,0.784,9.65,13.50,,OFF
1692610410,12.306,0.014,0.814,10.02,13.50,,OFF
1692610440,12.305,0.013,0.755,9.29,13.50,,OFF
1692610470,12.302,0.011,0.773,9.51,13.50,,OFF
1692610500,12.298,0.012,0.793,9.75,13.50,,OFF
1692610530,12.301,0.009,0.754,9.27,13.50,,OFF
1692610560,12.304,0.009,0.762,9.38,13.50,,OFF
1692610590,12.307,0.011,0.725,8.92,13.50,,OFF
1692610620,12.306,0.009,0.755,9.29,13.50,,OFF
1692610650,12.311,0.011,0.805,9.91,13.50,,OFF
1692610680,12.309,0.011,0.829,10.20,13.50,,OFF
1692610710,12.311,0.012,0.809,9.96,13.50,,OFF
1692610740,12.310,0.012,0.847,10.43,13.50,,OFF
1692610770,12.311,0.012,0.726,8.94,13.50,,OFF
1692610800,12.303,0.011,0.767,9.44,13.50,,OFF
1692610830,12.274,0.012,-3.617,-44.40,13.50,,OFF
1692610860,12.310,0.011,0.805,9.91,13.50,,OFF
1692610890,12.254,0.011,-3.610,-44.24,13.50,,OFF
1692610920,12.235,0.014,-4.931,-60.33,13.50,,OFF
1692610950,12.246,0.011,-4.980,-60.99,13.50,,OFF
1692610980,12.245,0.010,-3.537,-43.31,13.50,,OFF
1692611010,12.282,0.010,0.891,10.94,13.50,,OFF
1692611040,12.294,0.010,0.842,10.35,13.50,,OFF
1692611070,12.289,0.010,0.866,10.64,13.50,,OFF
1692611100,12.293,0.011,0.827,10.17,13.50,,OFF
1692611130,12.297,0.010,0.893,10.98,13.50,,OFF
1692611160,12.295,0.011,0.906,11.14,13.50,,OFF
1692611190,12.298,0.011,0.946,11.63,13.50,,OFF
1692611220,12.302,0.012,0.909,11.18,13.50,,OFF
1692611250,12.304,0.011,0.910,11.20,13.50,,OFF
1692611280,12.304,0.013,0.932,11.47,13.50,,OFF
1692611310,12.307,0.011,0.936,11.52,13.50,,OFF
1692611340,12.305,0.011,0.937,11.53,13.50,,OFF
1692611370,12.307,0.012,0.841,10.35,13.50,,OFF
1692611400,12.311,0.014,0.848,10.44,13.50,,OFF
1692611430,12.309,0.012,0.853,10.50,13.50,,OFF
1692611460,12.309,0.011,0.918,11.30,13.50,,OFF
1692611490,12.311,0.012,0.959,11.81,13.50,,OFF
1692611520,12.313,0.010,0.974,11.99,13.50,,OFF
1692611550,12.314,0.011,0.934,11.50,13.50,,OFF
1692611580,12.314,0.012,0.882,10.86,13.50,,OFF
1692611610,12.312,0.011,0.897,11.04,13.50,,OFF
1692611640,12.269,0.014,-3.550,-43.55,13.50,,OFF
1692611670,12.268,0.014,-3.559,-43.66,13.50,,OFF
1692611700,12.250,0.009,-4.087,-50.07,13.50,,OFF
1692611730,12.248,0.014,-3.518,-43.09,13.50,,OFF
1692611760,12.239,0.010,-3.552,-43.47,13.50,,OFF
1692611790,12.227,0.010,-4.848,-59.28,13.50,,OFF
1692611820,12.224,0.011,-4.893,-59.81,13.50,,OFF
1692611850,12.229,0.010,-3.533,-43.21,13.50,,OFF
1692611880,12.214,0.010,-4.898,-59.82,13.50,,OFF
1692611910,12.225,0.012,-3.558,-43.50,13.50,,OFF
1692611940,12.216,0.010,-3.516,-42.95,13.50,,OFF
1692611970,12.207,0.011,-4.921,-60.07,13.50,,OFF
1692612000,12.206,0.014,-4.958,-60.52,13.50,,OFF
1692612030,12.209,0.011,-3.595,-43.89,13.50,,OFF
1692612060,12.211,0.012,-3.559,-43.46,13.50,,OFF
1692612090,12.251,0.012,0.738,9.04,13.50,,OFF
1692612120,12.260,0.013,0.738,9.05,13.50,,OFF
1692612150,12.264,0.012,0.794,9.74,13.50,,OFF
1692612180,12.270,0.011,0.905,11.10,13.50,,OFF
1692612210,12.270,0.011,0.942,11.56,13.50,,OFF
1692612240,12.275,0.011,0.960,11.78,13.50,,OFF
1692612270,12.278,0.015,0.970,11.91,13.50,,OFF
1692612300,12.283,0.014,1.029,12.64,13.50,,OFF
1692612330,12.284,0.012,1.081,13.28,13.50,,OFF
1692612360,12.282,0.011,1.145,14.06,13.50,,OFF
1692612390,12.286,0.011,1.139,13.99,13.50,,OFF
1692612420,12.291,0.013,1.210,14.87,13.50,,OFF
1692612450,12.291,0.011,1.179,14.49,13.50,,OFF
1692612480,12.293,0.010,1.257,15.45,13.50,,OFF
1692612510,12.298,0.013,1.277,15.70,13.50,,OFF
1692612540,12.298,0.010,1.282,15.77,13.50,,OFF
1692612570,12.298,0.010,1.288,15.84,13.50,,OFF
1692612600,12.298,0.010,1.306,16.06,13.50,,OFF
1692612630,12.299,0.012,1.348,16.58,13.50,,OFF
1692612660,12.304,0.013,1.297,15.96,13.50,,OFF
1692612690,12.302,0.010,1.340,16.48,13.50,,OFF
1692612720,12.307,0.011,1.340,16.49,13.50,,OFF
1692612750,12.306,0.011,1.450,17.84,13.50,,OFF
1692612780,12.309,0.011,1.364,16.79,13.50,,OFF
1692612810,12.312,0.011,1.389,17.10,13.50,,OFF
1692612840,12.310,0.011,1.517,18.67,13.50,,OFF
1692612870,12.312,0.009,1.532,18.86,13.50,,OFF
1692612900,12.315,0.011,1.584,19.51,13.50,,OFF
1692612930,12.323,0.011,1.595,19.66,13.50,,OFF
1692612960,12.320,0.012,1.605,19.77,13.50,,OFF
1692612990,12.319,0.013,1.594,19.64,13.50,,OFF
1692613020,12.317,0.009,1.533,18.88,13.50,,OFF
1692613050,12.322,0.012,1.492,18.38,13.50,,OFF
1692613080,12.322,0.011,1.532,18.88,13.50,,OFF
1692613110,12.293,0.012,-2.972,-36.53,13.50,,OFF
1692613140,12.325,0.012,1.495,18.43,13.50,,OFF
1692613170,12.326,0.013,1.562,19.25,13.50,,OFF
1692613200,12.280,0.013,-4.144,-50.89,13.50,,OFF
1692613230,12.327,0.010,1.556,19.18,13.50,,OFF
1692613260,12.327,0.012,1.628,20.07,13.50,,OFF
1692613290,12.330,0.009,1.728,21.31,13.50,,OFF
1692613320,12.334,0.009,1.792,22.10,13.50,,OFF
1692613350,12.337,0.012,1.775,21.90,13.50,,OFF
1692613380,12.341,0.014,1.911,23.58,13.50,,OFF
1692613410,12.339,0.013,1.876,23.15,13.50,,OFF
1692613440,12.341,0.012,1.884,23.25,13.50,,OFF
1692613470,12.341,0.011,1.832,22.61,13.75,,OFF
1692613500,12.344,0.010,1.814,22.39,13.50,,OFF
1692613530,12.344,0.010,1.750,21.60,13.50,,OFF
1692613560,12.345,0.011,1.748,21.58,13.50,,OFF
1692613590,12.337,0.011,1.612,19.89,13.50,,OFF
1692613620,12.346,0.010,1.597,19.72,13.50,,OFF
1692613650,12.347,0.012,1.576,19.46,13.75,,OFF
1692613680,12.345,0.011,1.601,19.76,13.50,,OFF
1692613710,12.352,0.011,1.596,19.71,13.50,,OFF
1692613740,12.351,0.013,1.615,19.95,13.50,,OFF
1692613770,12.343,0.008,1.652,20.39,13.50,,OFF
1692613800,12.352,0.010,1.598,19.74,13.50,,OFF
1692613830,12.353,0.013,1.710,21.12,13.50,,OFF
1692613860,12.356,0.011,1.760,21.75,13.50,,OFF
1692613890,12.358,0.012,1.763,21.79,13.75,,OFF
1692613920,12.360,0.011,1.843,22.78,13.50,,OFF
1692613950,12.362,0.011,1.860,22.99,13.50,,OFF
1692613980,12.363,0.011,1.855,22.93,13.50,,OFF
1692614010,12.363,0.010,1.906,23.56,13.50,,OFF
1692614040,12.366,0.012,1.898,23.47,13.50,,OFF
1692614070,12.366,0.011,1.881,23.26,13.50,,OFF
1692614100,12.366,0.010,1.854,22.93,13.50,,OFF
1692614130,12.368,0.011,1.880,23.25,13.50,,OFF
1692614160,12.373,0.011,1.816,22.47,13.50,,OFF
1692614190,12.371,0.011,1.915,23.69,13.50,,OFF
1692614220,12.377,0.012,1.941,24.02,13.50,,OFF
1692614250,12.375,0.008,1.896,23.46,13.50,,OFF
1692614280,12.377,0.010,2.015,24.94,13.50,,OFF
1692614310,12.379,0.011,1.952,24.16,13.75,,OFF
1692614340,12.379,0.011,1.888,23.37,13.50,,OFF
1692614370,12.382,0.008,1.872,23.18,13.50,,OFF
1692614400,12.380,0.011,1.826,22.61,13.75,,OFF
1692614430,12.384,0.012,1.761,21.81,13.75,,OFF
1692614460,12.381,0.013,1.630,20.18,13.75,,OFF
1692614490,12.385,0.015,1.565,19.38,13.75,,OFF
1692614520,12.382,0.009,1.563,19.35,13.75,,OFF
1692614550,12.386,0.014,1.472,18.23,13.50,,OFF
1692614580,12.383,0.010,1.413,17.50,13.50,,OFF
1692614610,12.382,0.012,1.365,16.90,13.75,,OFF
1692614640,12.383,0.011,1.349,16.70,13.50,,OFF
1692614670,12.381,0.010,1.391,17.22,13.50,,OFF
1692614700,12.386,0.011,1.476,18.28,13.50,,OFF
1692614730,12.387,0.009,1.363,16.88,13.75,,OFF
1692614760,12.387,0.011,1.508,18.68,13.75,,OFF
1692614790,12.389,0.009,1.535,19.02,13.75,,OFF
1692614820,12.391,0.010,1.604,19.88,13.75,,OFF
1692614850,12.392,0.012,1.656,20.52,13.50,,OFF
1692614880,12.398,0.012,1.761,21.83,13.50,,OFF
1692614910,12.400,0.011,1.741,21.59,13.75,,OFF
1692614940,12.401,0.011,1.855,23.00,13.50,,OFF
1692614970,12.405,0.011,1.866,23.15,13.50,,OFF
1692615000,12.399,0.010,1.761,21.83,13.50,,OFF
1692615030,12.400,0.010,1.769,21.94,13.75,,OFF
1692615060,12.402,0.010,1.763,21.86,13.50,,OFF
1692615090,12.403,0.011,1.630,20.22,13.75,,OFF
1692615120,12.405,0.014,1.669,20.70,13.75,,OFF
1692615150,12.409,0.013,1.608,19.95,13.50,,OFF
1692615180,12.405,0.012,1.605,19.91,13.75,,OFF
1692615210,12.405,0.009,1.537,19.07,13.75,,OFF
1692615240,12.405,0.015,1.456,18.06,13.75,,OFF
1692615270,12.406,0.011,1.465,18.17,13.75,,OFF
1692615300,12.408,0.012,1.443,17.90,13.75,,OFF
1692615330,12.409,0.011,1.390,17.25,13.75,,OFF
1692615360,12.409,0.011,1.427,17.71,13.75,,OFF
1692615390,12.412,0.012,1.456,18.07,13.75,,OFF
1692615420,12.416,0.011,1.484,18.43,13.75,,OFF
1692615450,12.411,0.011,1.519,18.85,13.50,,OFF
1692615480,12.417,0.014,1.624,20.17,13.75,,OFF
1692615510,12.417,0.010,1.680,20.86,13.50,,OFF
1692615540,12.417,0.012,1.709,21.22,13.75,,OFF
1692615570,12.421,0.009,1.835,22.79,13.75,,OFF
1692615600,12.425,0.011,2.003,24.89,13.75,,OFF
1692615630,12.428,0.010,2.121,26.36,13.75,,OFF
1692615660,12.429,0.012,2.206,27.42,13.75,,OFF
1692615690,12.433,0.011,2.371,29.48,13.75,,OFF
1692615720,12.437,0.009,2.467,30.68,13.75,,OFF
1692615750,12.439,0.012,2.561,31.86,13.75,,OFF
1692615780,12.441,0.010,2.661,33.11,13.75,,OFF
1692615810,12.446,0.011,2.695,33.54,13.75,,OFF
1692615840,12.446,0.010,2.829,35.21,13.75,,OFF
1692615870,12.449,0.011,2.842,35.38,13.75,,OFF
1692615900,12.454,0.010,2.978,37.09,13.75,,OFF
1692615930,12.458,0.012,3.039,37.86,13.50,,OFF
1692615960,12.464,0.012,3.153,39.30,13.75,,OFF
1692615990,12.468,0.014,3.218,40.12,13.75,,OFF
1692616020,12.469,0.012,3.255,40.59,13.75,,OFF
1692616050,12.470,0.011,3.240,40.40,13.75,,OFF
1692616080,12.477,0.011,3.289,41.04,13.75,,OFF
1692616110,12.475,0.011,3.295,41.11,13.75,,OFF
1692616140,12.478,0.011,3.247,40.52,13.75,,OFF
1692616170,12.481,0.010,3.197,39.90,13.75,,OFF
1692616200,12.481,0.010,3.182,39.71,13.75,,OFF
1692616230,12.484,0.011,3.194,39.87,13.75,,OFF
1692616260,12.487,0.011,3.132,39.11,13.75,,OFF
1692616290,12.491,0.011,3.122,39.00,13.75,,OFF
1692616320,12.491,0.011,3.077,38.43,13.75,,OFF
1692616350,12.493,0.010,3.139,39.22,13.50,,OFF
1692616380,12.497,0.012,3.313,41.40,13.75,,OFF
1692616410,12.503,0.012,3.211,40.15,13.75,,OFF
1692616440,12.501,0.009,3.253,40.67,13.75,,OFF
1692616470,12.501,0.011,3.184,39.80,13.75,,OFF
1692616500,12.507,0.012,3.192,39.92,13.75,,OFF
1692616530,12.500,0.011,2.634,32.92,13.75,,OFF
1692616560,12.509,0.012,3.221,40.29,13.75,,OFF
1692616590,12.513,0.011,3.269,40.90,13.75,,OFF
1692616620,12.517,0.010,3.274,40.98,13.75,,OFF
1692616650,12.485,0.012,-1.197,-14.94,13.75,,OFF
1692616680,12.520,0.012,3.286,41.14,13.75,,OFF
1692616710,12.524,0.012,3.296,41.28,13.75,,OFF
1692616740,12.526,0.011,3.390,42.46,13.75,,OFF
1692616770,12.528,0.012,3.342,41.87,13.75,,OFF
1692616800,12.534,0.010,3.456,43.32,13.75,,OFF
1692616830,12.539,0.012,3.486,43.71,13.75,,OFF
1692616860,12.542,0.013,3.470,43.52,13.75,,OFF
1692616890,12.543,0.011,3.430,43.02,13.75,,OFF
1692616920,12.548,0.013,3.489,43.78,13.75,,OFF
1692616950,12.550,0.011,3.584,44.98,13.75,,OFF
1692616980,12.556,0.013,3.670,46.08,13.75,,OFF
1692617010,12.558,0.013,3.767,47.31,13.75,,OFF
1692617040,12.561,0.012,3.811,47.87,13.75,,OFF
1692617070,12.565,0.013,3.844,48.30,13.75,,OFF
1692617100,12.571,0.011,3.858,48.50,13.75,,OFF
1692617130,12.575,0.010,4.044,50.85,13.75,,OFF
1692617160,12.576,0.013,4.079,51.30,13.75,,OFF
1692617190,12.579,0.009,4.115,51.76,13.75,,OFF
1692617220,12.587,0.009,4.160,52.36,13.75,,OFF
1692617250,12.591,0.009,4.245,53.45,13.75,,OFF
1692617280,12.596,0.013,4.133,52.06,13.75,,OFF
1692617310,12.596,0.009,4.223,53.19,13.75,,OFF
1692617340,12.603,0.012,4.156,52.38,13.75,,OFF
1692617370,12.605,0.011,4.123,51.97,13.75,,OFF
1692617400,12.607,0.011,4.221,53.21,13.75,,OFF
1692617430,12.604,0.010,3.467,43.70,13.75,,OFF
1692617460,12.616,0.011,4.310,54.37,13.75,,OFF
1692617490,12.617,0.010,4.281,54.01,13.75,,OFF
1692617520,12.624,0.010,4.380,55.29,13.75,,OFF
1692617550,12.625,0.010,4.388,55.40,13.75,,OFF
1692617580,12.631,0.010,4.339,54.81,13.75,,OFF
1692617610,12.634,0.009,4.384,55.39,13.75,,OFF
1692617640,12.642,0.012,4.346,54.94,13.75,,OFF
1692617670,12.644,0.011,4.357,55.09,13.75,,OFF
1692617700,12.648,0.012,4.370,55.27,13.75,,OFF
1692617730,12.651,0.012,4.353,55.07,13.75,,OFF
1692617760,12.654,0.012,4.321,54.68,13.75,,OFF
1692617790,12.657,0.014,4.358,55.16,13.75,,OFF
1692617820,12.663,0.012,4.349,55.07,13.75,,OFF
1692617850,12.667,0.013,4.377,55.44,13.75,,OFF
1692617880,12.672,0.015,4.358,55.22,13.75,,OFF
1692617910,12.674,0.011,4.389,55.63,13.75,,OFF
1692617940,12.679,0.012,4.364,55.33,13.75,,OFF
1692617970,12.683,0.011,4.462,56.59,13.75,,OFF
1692618000,12.687,0.010,4.569,57.97,13.75,,OFF
1692618030,12.692,0.009,4.633,58.80,13.75,,OFF
1692618060,12.698,0.012,4.726,60.01,13.75,,OFF
1692618090,12.702,0.012,4.738,60.18,13.75,,OFF
1692618120,12.705,0.010,4.755,60.41,13.75,,OFF
1692618150,12.714,0.009,4.775,60.71,13.75,,OFF
1692618180,12.718,0.012,4.850,61.68,13.75,,OFF
1692618210,12.724,0.012,4.876,62.04,13.75,,OFF
1692618240,12.729,0.012,4.855,61.80,13.75,,OFF
1692618270,12.728,0.011,4.771,60.73,13.75,,OFF
1692618300,12.734,0.011,4.801,61.14,13.75,,OFF
1692618330,12.735,0.011,4.679,59.59,13.75,,OFF
1692618360,12.740,0.011,4.698,59.85,13.75,,OFF
1692618390,12.743,0.013,4.676,59.59,13.75,,OFF
1692618420,12.748,0.012,4.644,59.20,13.75,,OFF
1692618450,12.752,0.012,4.601,58.67,13.75,,OFF
1692618480,12.755,0.013,4.497,57.36,13.75,,OFF
1692618510,12.757,0.013,4.419,56.37,13.75,,OFF
1692618540,12.760,0.011,4.359,55.62,13.75,,OFF
1692618570,12.769,0.012,4.292,54.80,13.75,,OFF
1692618600,12.767,0.013,4.251,54.27,13.75,,OFF
1692618630,12.770,0.010,4.251,54.29,13.75,,OFF
1692618660,12.774,0.014,4.171,53.28,13.75,,OFF
1692618690,12.776,0.013,4.153,53.06,13.75,,OFF
1692618720,12.782,0.012,4.159,53.16,13.75,,OFF
1692618750,12.783,0.011,4.268,54.56,13.75,,OFF
1692618780,12.786,0.011,4.227,54.05,13.75,,OFF
1692618810,12.793,0.011,4.471,57.20,13.75,,OFF
1692618840,12.801,0.011,4.699,60.15,13.75,,OFF
1692618870,12.799,0.013,4.630,59.26,13.75,,OFF
1692618900,12.786,0.010,4.778,61.09,13.75,,OFF
1692618930,12.809,0.012,4.652,59.59,13.75,,OFF
1692618960,12.810,0.010,4.436,56.83,13.75,,OFF
1692618990,12.811,0.009,4.185,53.61,13.75,,OFF
1692619020,12.813,0.010,3.959,50.73,13.75,,OFF
1692619050,12.815,0.013,3.817,48.91,13.75,,OFF
1692619080,12.817,0.011,3.667,47.00,13.75,,OFF
1692619110,12.818,0.011,3.699,47.41,13.75,,OFF
1692619140,12.822,0.012,3.559,45.63,13.75,,OFF
1692619170,12.812,0.013,3.506,44.92,13.75,,OFF
1692619200,12.819,0.009,3.349,42.93,13.75,,OFF
1692619230,12.822,0.011,3.342,42.85,13.75,,OFF
1692619260,12.825,0.012,3.291,42.21,13.75,,OFF
1692619290,12.827,0.011,3.315,42.52,13.75,,OFF
1692619320,12.831,0.012,3.393,43.54,13.75,,OFF
1692619350,12.835,0.013,3.487,44.76,13.75,,OFF
1692619380,12.835,0.011,3.607,46.30,13.75,,OFF
1692619410,12.844,0.011,3.779,48.54,13.75,,OFF
1692619440,12.847,0.013,3.997,51.35,13.75,,OFF
1692619470,12.856,0.011,4.118,52.94,14.00,,OFF
1692619500,12.860,0.011,4.437,57.06,13.75,,OFF
1692619530,12.866,0.010,4.718,60.70,14.00,,OFF
1692619560,12.879,0.012,5.025,64.72,13.75,,OFF
1692619590,12.886,0.012,5.362,69.09,13.75,,OFF
1692619620,12.893,0.009,5.654,72.90,14.00,,OFF
1692619650,12.909,0.013,6.014,77.63,13.75,,OFF
1692619680,12.916,0.012,6.368,82.25,13.75,,OFF
1692619710,12.927,0.009,6.896,89.14,13.75,,OFF
1692619740,12.957,0.010,8.282,107.31,13.75,,OFF
1692619770,12.929,0.011,5.201,67.24,13.75,,OFF
1692619800,13.033,0.011,13.029,169.81,14.00,,OFF
1692619830,13.003,0.012,9.382,121.99,13.75,,OFF
1692619860,12.957,0.011,3.949,51.17,14.00,,OFF
1692619890,12.989,0.010,8.144,105.78,14.00,,OFF
1692619920,12.939,0.011,2.526,32.68,14.00,,OFF
1692619950,12.948,0.015,3.365,43.57,13.75,,OFF
1692619980,12.994,0.012,6.926,90.00,14.00,,OFF
1692620010,12.998,0.012,6.539,84.99,14.00,,OFF
1692620040,12.962,0.012,1.063,13.78,13.75,,OFF
1692620070,12.928,0.012,1.494,19.31,14.00,,OFF
1692620100,12.974,0.009,5.477,71.06,13.75,,OFF
1692620130,12.969,0.015,5.199,67.43,13.75,,OFF
1692620160,12.969,0.011,4.902,63.57,14.00,,OFF
1692620190,12.967,0.012,4.718,61.18,13.75,,OFF
1692620220,12.974,0.014,4.408,57.19,13.75,,OFF
1692620250,12.976,0.010,4.240,55.02,14.00,,OFF
1692620280,12.974,0.012,3.933,51.03,13.75,,OFF
1692620310,12.974,0.012,3.702,48.03,13.75,,OFF
1692620340,12.974,0.012,3.560,46.19,14.00,,OFF
1692620370,12.970,0.011,3.368,43.68,14.00,,OFF
1692620400,12.957,0.012,3.422,44.34,14.00,,OFF
1692620430,12.899,0.010,-2.522,-32.53,14.00,,OFF
1692620460,12.887,0.011,-2.549,-32.85,14.00,,OFF
1692620490,12.887,0.013,-1.444,-18.61,14.00,,OFF
1692620520,12.868,0.012,-2.733,-35.17,14.00,,OFF
1692620550,12.874,0.012,-1.388,-17.87,14.00,,OFF
1692620580,12.869,0.011,-1.420,-18.27,14.00,,OFF
1692620610,12.862,0.010,-1.275,-16.40,14.00,,OFF
1692620640,12.856,0.011,-1.147,-14.75,14.00,,OFF
1692620670,12.845,0.011,-2.297,-29.50,13.75,,OFF
1692620700,12.838,0.012,-2.178,-27.96,14.00,,OFF
1692620730,12.846,0.009,-0.714,-9.17,14.00,,OFF
1692620760,12.846,0.009,-0.352,-4.52,14.00,,OFF
1692620790,12.835,0.013,-1.380,-17.71,14.00,,OFF
1692620820,12.833,0.009,-1.185,-15.21,13.75,,OFF
1692620850,12.848,0.014,0.147,1.89,14.00,,OFF
1692620880,12.843,0.009,0.278,3.57,14.00,,OFF
1692620910,12.833,0.011,-0.965,-12.38,14.00,,OFF
1692620940,12.848,0.010,0.488,6.27,14.00,,OFF
1692620970,12.836,0.010,-0.656,-8.42,14.00,,OFF
1692621000,12.848,0.016,0.749,9.62,14.00,,OFF
1692621030,12.831,0.011,-0.359,-4.61,14.00,,OFF
1692621060,12.845,0.012,1.019,13.09,14.00,,OFF
1692621090,12.835,0.012,-0.198,-2.54,14.00,,OFF
1692621120,12.834,0.013,-0.119,-1.53,14.00,,OFF
1692621150,12.835,0.011,-0.042,-0.54,14.00,,OFF
1692621180,12.849,0.011,1.343,17.26,14.00,,OFF
1692621210,12.855,0.014,1.392,17.89,14.00,,OFF
1692621240,12.833,0.010,0.209,2.68,14.00,,OFF
1692621270,12.834,0.011,0.211,2.71,14.00,,OFF
1692621300,12.852,0.010,1.599,20.55,14.00,,OFF
1692621330,12.837,0.013,0.277,3.56,14.00,,OFF
1692621360,12.838,0.011,0.218,2.80,14.00,,OFF
1692621390,12.849,0.012,1.690,21.71,14.00,,OFF
1692621420,12.864,0.009,3.229,41.54,14.00,,OFF
1692621450,12.852,0.014,1.789,22.99,14.00,,OFF
1692621480,12.832,0.011,-0.140,-1.80,14.00,,OFF
1692621510,12.826,0.012,-0.486,-6.23,14.00,,OFF
1692621540,12.833,0.014,0.418,5.36,14.00,,OFF
1692621570,12.824,0.010,0.078,1.00,14.00,,OFF
1692621600,12.820,0.009,-0.197,-2.53,14.00,,OFF
1692621630,12.814,0.011,-0.295,-3.78,14.00,,OFF
1692621660,12.809,0.011,-0.419,-5.37,14.00,,OFF
1692621690,12.808,0.013,-0.559,-7.16,14.00,,OFF
1692621720,12.801,0.012,-0.669,-8.56,14.00,,OFF
1692621750,12.793,0.012,-0.766,-9.80,14.00,,OFF
1692621780,12.781,0.013,-2.013,-25.73,14.00,,OFF
1692621810,12.788,0.013,-0.689,-8.81,14.00,,OFF
1692621840,12.786,0.012,-0.672,-8.59,14.00,,OFF
1692621870,12.773,0.013,-1.866,-23.83,14.00,,OFF
1692621900,12.785,0.012,-0.431,-5.51,14.00,,OFF
1692621930,12.773,0.015,-1.485,-18.97,14.00,,OFF
1692621960,12.785,0.012,0.169,2.16,14.00,,OFF
1692621990,12.852,0.012,5.580,71.71,14.00,,OFF
1692622020,12.900,0.013,8.097,104.45,14.00,,OFF
1692622050,12.915,0.014,7.780,100.48,14.00,,OFF
1692622080,12.888,0.014,4.889,63.01,14.00,,OFF
1692622110,12.886,0.010,4.582,59.04,14.25,,OFF
1692622140,12.889,0.010,4.338,55.91,14.00,,OFF
1692622170,12.891,0.011,4.145,53.43,14.00,,OFF
1692622200,12.894,0.011,3.869,49.89,14.25,,OFF
1692622230,12.893,0.010,3.645,46.99,14.00,,OFF
1692622260,12.896,0.012,3.455,44.56,14.00,,OFF
1692622290,12.897,0.013,3.302,42.59,14.00,,OFF
1692622320,12.899,0.012,3.238,41.77,14.00,,OFF
1692622350,12.901,0.012,3.012,38.86,14.25,,OFF
1692622380,12.901,0.009,3.048,39.32,14.00,,OFF
1692622410,12.904,0.014,3.002,38.74,14.00,,OFF
1692622440,12.900,0.011,2.863,36.93,14.25,,OFF
1692622470,12.905,0.011,2.776,35.82,14.00,,OFF
1692622500,12.905,0.011,2.708,34.95,14.25,,OFF
1692622530,12.905,0.013,2.610,33.68,14.00,,OFF
1692622560,12.906,0.011,2.600,33.56,14.25,,OFF
1692622590,12.909,0.013,2.628,33.92,14.25,,OFF
1692622620,12.913,0.012,2.756,35.59,14.25,,OFF
1692622650,12.913,0.012,2.767,35.73,14.00,,OFF
1692622680,12.916,0.013,2.819,36.41,14.25,,OFF
1692622710,12.916,0.013,2.764,35.70,14.25,,OFF
1692622740,12.921,0.014,2.831,36.58,14.25,,OFF
1692622770,12.922,0.012,2.948,38.09,14.25,,OFF
1692622800,12.928,0.012,3.153,40.76,14.25,,OFF
1692622830,12.916,0.012,3.403,43.95,14.25,,OFF
1692622860,12.930,0.011,3.393,43.87,14.25,,OFF
1692622890,12.941,0.011,3.646,47.18,14.25,,OFF
1692622920,12.945,0.010,3.812,49.35,14.25,,OFF
1692622950,12.952,0.011,4.040,52.33,14.25,,OFF
1692622980,12.958,0.011,4.320,55.98,14.25,,OFF
1692623010,12.972,0.012,4.804,62.32,14.25,,OFF
1692623040,13.011,0.012,7.412,96.44,14.25,,OFF
1692623070,13.097,0.011,12.276,160.78,14.25,,OFF
1692623100,13.494,0.012,26.239,354.07,14.25,,OFF
1692623130,13.574,0.012,25.942,352.14,14.25,,OFF
1692623160,13.633,0.012,25.746,351.00,14.25,,OFF
1692623190,13.683,0.012,25.615,350.49,14.25,,OFF
1692623220,13.730,0.010,25.486,349.92,14.25,,OFF
1692623250,13.777,0.013,25.467,350.86,14.25,,OFF
1692623280,13.818,0.012,25.418,351.23,14.25,,OFF
1692623310,13.828,0.014,24.864,343.82,14.25,,OFF
1692623340,13.732,0.012,18.984,260.69,14.25,,OFF
1692623370,13.590,0.013,15.402,209.31,14.25,,OFF
1692623400,13.528,0.011,14.026,189.74,14.25,,OFF
1692623430,13.613,0.011,17.324,235.83,14.25,,OFF
1692623460,13.639,0.013,17.907,244.23,14.25,,OFF
1692623490,13.366,0.010,4.248,56.78,14.25,,OFF
1692623520,13.352,0.010,5.336,71.25,14.25,,OFF
1692623550,13.329,0.013,4.161,55.46,14.25,,OFF
1692623580,13.297,0.012,2.875,38.23,14.25,,OFF
1692623610,13.275,0.011,2.409,31.98,14.25,,OFF
1692623640,13.260,0.013,2.358,31.27,14.25,,OFF
